quant_ameaca_crb;quant_lesao_corporal_crb;quant_roubo_crb;quant_recuperacao_de_veiculo_crb;quant_injuria_crb;quant_furto_crb;quant_homicidio_crb;quant_outros_fatos_atipicos_crb;quant_lesao_no_transito_crb;quant_calunia_crb;quant_vias_de_fato_crb;quant_difamacao_crb;quant_estelionato_crb;quant_dano_no_transito_crb;quant_abandono_do_lar_crb;quant_conflitos_familiares_crb;quant_dano_crb;quant_apropriacao_indebita_crb;quant_trafico_de_drogas_crb;quant_apresentacao_mandado_de_prisao_crb;bairro_crb;mes_num_crb;quant_morte_natural_crb;Classe;meta_mes_crb;meta_ano
0.04819277108433735;0.0;0.0024330900243309003;0.0;0.0;0.020618556701030927;0.07142857142857142;0.011111111111111112;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;JANEIRO;2016
0.08433734939759037;0.08163265306122448;0.12408759124087591;0.0;0.03125;0.03608247422680412;0.07142857142857142;0.022222222222222223;0.23333333333333334;0.0625;0.0625;0.0;0.030303030303030304;0.0;0.1;0.14285714285714285;0.0;0.2;0.0;0.047619047619047616;1.0;0.0;0.0;1;JANEIRO;2016
0.13253012048192772;0.0;0.06326034063260341;0.0;0.03125;0.01804123711340206;0.0;0.0;0.06666666666666667;0.0625;0.0625;0.0;0.030303030303030304;0.02702702702702703;0.0;0.0;0.0;0.1;0.0;0.0;2.0;0.0;0.0;1;JANEIRO;2016
0.16867469879518074;0.18367346938775508;0.1411192214111922;0.1111111111111111;0.0625;0.12628865979381443;0.0;0.06666666666666667;0.1;0.125;0.125;0.0;0.030303030303030304;0.02702702702702703;0.2;0.14285714285714285;0.0;0.30000000000000004;0.08333333333333333;0.0;3.0;0.0;0.0;0;JANEIRO;2016
0.012048192771084338;0.04081632653061224;0.0170316301703163;0.0;0.0;0.03865979381443299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;4.0;0.0;0.0;0;JANEIRO;2016
0.0;0.0;0.004866180048661801;0.0;0.0;0.02577319587628866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1;JANEIRO;2016
0.04819277108433735;0.14285714285714285;0.22141119221411193;0.1111111111111111;0.09375;0.05154639175257732;0.14285714285714285;0.011111111111111112;0.06666666666666667;0.0;0.0;0.0;0.030303030303030304;0.006756756756756757;0.0;0.07142857142857142;0.0;0.0;0.16666666666666666;0.047619047619047616;7.0;0.0;0.0;0;JANEIRO;2016
0.10843373493975904;0.12244897959183673;0.26277372262773724;0.05555555555555555;0.15625;0.2912371134020619;0.07142857142857142;0.13333333333333333;0.3333333333333333;0.125;0.0;0.1111111111111111;0.24242424242424243;0.18243243243243246;0.0;0.07142857142857142;0.11764705882352941;0.1;0.08333333333333333;0.0;8.0;0.0;0.0;0;JANEIRO;2016
0.10843373493975904;0.12244897959183673;0.3260340632603406;0.5;0.09375;0.16237113402061856;0.42857142857142855;0.06666666666666667;0.13333333333333333;0.0625;0.0625;0.2222222222222222;0.06060606060606061;0.10135135135135136;0.5;0.0;0.1764705882352941;0.1;0.25;0.047619047619047616;9.0;0.0;0.0;1;JANEIRO;2016
0.07228915662650603;0.061224489795918366;0.06569343065693431;0.0;0.03125;0.041237113402061855;0.0;0.011111111111111112;0.03333333333333333;0.0;0.0625;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.08333333333333333;0.0;11.0;0.0;0.0;1;JANEIRO;2016
0.18072289156626506;0.12244897959183673;0.29197080291970806;0.16666666666666666;0.03125;0.10051546391752578;0.5714285714285714;0.11111111111111112;0.16666666666666666;0.1875;0.1875;0.05555555555555555;0.06060606060606061;0.060810810810810814;0.0;0.14285714285714285;0.4117647058823529;0.1;0.25;0.0;12.0;0.0;0.0;1;JANEIRO;2016
0.20481927710843376;0.1020408163265306;0.30413625304136255;0.0;0.21875;0.5876288659793815;0.0;0.2888888888888889;0.6666666666666666;0.3125;0.125;0.1111111111111111;0.7272727272727273;0.21621621621621623;0.0;0.21428571428571427;0.058823529411764705;0.4;0.08333333333333333;0.047619047619047616;13.0;0.0;0.0;1;JANEIRO;2016
0.26506024096385544;0.24489795918367346;0.13381995133819952;0.05555555555555555;0.09375;0.07216494845360824;0.07142857142857142;0.06666666666666667;0.3;0.125;0.1875;0.0;0.0;0.033783783783783786;0.1;0.0;0.1764705882352941;0.1;0.08333333333333333;0.0;14.0;0.0;0.0;1;JANEIRO;2016
0.07228915662650603;0.1020408163265306;0.11192214111922141;0.0;0.09375;0.09020618556701031;0.0;0.03333333333333333;0.13333333333333333;0.0625;0.125;0.05555555555555555;0.09090909090909091;0.033783783783783786;0.1;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0;JANEIRO;2016
0.0963855421686747;0.08163265306122448;0.021897810218978103;0.0;0.0;0.05154639175257732;0.0;0.03333333333333333;0.03333333333333333;0.0;0.0;0.1111111111111111;0.0;0.02027027027027027;0.1;0.0;0.11764705882352941;0.1;0.16666666666666666;0.0;16.0;0.0;0.0;0;JANEIRO;2016
0.16867469879518074;0.08163265306122448;0.3333333333333333;0.16666666666666666;0.03125;0.25257731958762886;0.07142857142857142;0.05555555555555556;0.26666666666666666;0.1875;0.0625;0.16666666666666666;0.12121212121212122;0.18243243243243246;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;18.0;0.0;0.0;1;JANEIRO;2016
0.04819277108433735;0.1020408163265306;0.012165450121654502;0.0;0.03125;0.059278350515463915;0.0;0.03333333333333333;0.0;0.0;0.0;0.1111111111111111;0.0;0.013513513513513514;0.1;0.0;0.11764705882352941;0.0;0.08333333333333333;0.0;19.0;0.0;0.0;0;JANEIRO;2016
0.0963855421686747;0.08163265306122448;0.33819951338199516;0.05555555555555555;0.09375;0.5051546391752577;0.14285714285714285;0.06666666666666667;0.36666666666666664;0.0625;0.0;0.05555555555555555;0.06060606060606061;0.0945945945945946;0.0;0.0;0.23529411764705882;0.1;0.0;0.047619047619047616;20.0;0.0;0.0;0;JANEIRO;2016
0.4819277108433735;0.2857142857142857;0.31143552311435524;0.05555555555555555;0.3125;0.16752577319587628;0.2857142857142857;0.06666666666666667;0.23333333333333334;0.125;0.0;0.2222222222222222;0.21212121212121213;0.013513513513513514;0.1;0.2857142857142857;0.23529411764705882;0.2;0.0;0.047619047619047616;21.0;0.0;0.0;1;JANEIRO;2016
0.24096385542168675;0.3061224489795918;0.26034063260340634;0.1111111111111111;0.0625;0.15463917525773196;0.0;0.08888888888888889;0.16666666666666666;0.0;0.125;0.05555555555555555;0.09090909090909091;0.05405405405405406;0.30000000000000004;0.07142857142857142;0.058823529411764705;0.0;0.08333333333333333;0.0;22.0;0.0;0.0;1;JANEIRO;2016
0.024096385542168676;0.02040816326530612;0.009732360097323601;0.0;0.0;0.010309278350515464;0.0;0.03333333333333333;0.03333333333333333;0.0625;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0;JANEIRO;2016
0.2530120481927711;0.24489795918367346;0.2749391727493917;0.2222222222222222;0.09375;0.12886597938144329;0.0;0.12222222222222223;0.3;0.0625;0.0;0.16666666666666666;0.15151515151515152;0.14189189189189189;0.1;0.0;0.1764705882352941;0.2;0.0;0.047619047619047616;24.0;0.0;0.0;1;JANEIRO;2016
0.1566265060240964;0.061224489795918366;0.10948905109489052;0.05555555555555555;0.125;0.11082474226804123;0.0;0.022222222222222223;0.06666666666666667;0.0625;0.0;0.0;0.36363636363636365;0.05405405405405406;0.1;0.07142857142857142;0.058823529411764705;0.1;0.0;0.14285714285714285;25.0;0.0;0.0;0;JANEIRO;2016
0.0963855421686747;0.04081632653061224;0.0827250608272506;0.0;0.03125;0.05412371134020619;0.0;0.03333333333333333;0.1;0.125;0.0625;0.05555555555555555;0.030303030303030304;0.013513513513513514;0.0;0.14285714285714285;0.058823529411764705;0.1;0.16666666666666666;0.0;26.0;0.0;0.0;1;JANEIRO;2016
0.0;0.0;0.012165450121654502;0.0;0.0;0.028350515463917526;0.0;0.011111111111111112;0.0;0.0;0.0;0.05555555555555555;0.0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;27.0;0.0;0.0;0;JANEIRO;2016
0.12048192771084337;0.08163265306122448;0.038929440389294405;0.1111111111111111;0.03125;0.07474226804123711;0.0;0.07777777777777778;0.06666666666666667;0.0625;0.0;0.05555555555555555;0.15151515151515152;0.0472972972972973;0.0;0.07142857142857142;0.1764705882352941;0.1;0.0;0.0;28.0;0.0;0.0;1;JANEIRO;2016
0.6385542168674699;0.5306122448979591;0.7153284671532847;0.0;0.15625;0.711340206185567;0.2857142857142857;0.23333333333333334;0.43333333333333335;0.25;0.25;0.1111111111111111;0.21212121212121213;0.07432432432432433;0.6000000000000001;0.21428571428571427;0.058823529411764705;0.1;0.08333333333333333;0.38095238095238093;31.0;0.0;0.0;1;JANEIRO;2016
0.024096385542168676;0.0;0.019464720194647202;0.1111111111111111;0.0;0.002577319587628866;0.0;0.0;0.06666666666666667;0.0625;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;39.0;0.0;0.0;0;JANEIRO;2016
0.5903614457831325;0.8571428571428571;1.0;0.16666666666666666;0.1875;0.47164948453608246;0.42857142857142855;0.2777777777777778;0.43333333333333335;0.6875;0.1875;0.5;0.18181818181818182;0.04054054054054054;0.6000000000000001;0.2857142857142857;1.0;0.8;0.16666666666666666;0.19047619047619047;40.0;0.0;0.0;1;JANEIRO;2016
